what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1766714730089
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1766714730089
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1766714730089
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1766714730090
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1766714730091
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1766714730091
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1766714730091
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1766714730091
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1766714730091
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1766714730092
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1766714730092
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1766714730093
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1766714730093
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1766714730093
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1766714730093
started,bundle,com.altera.sbtgui.integration,13.1.0.162,"com.altera.sbtgui.integration",1766714730094
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1766714730095
started,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1766714730095
started,bundle,com.altera.systemconsole,13.1.0.162,"com.altera.systemconsole",1766714730095
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.162,"com.altera.systemconsole.designs.plugin",1766714730095
started,bundle,com.altera.utilities,13.1.0.162,"com.altera.utilities",1766714730096
os,sysinfo,,,"win32",1766714730098
arch,sysinfo,,,"x86",1766714730098
ws,sysinfo,,,"win32",1766714730098
locale,sysinfo,,,"en_US",1766714730098
processors,sysinfo,,,"12",1766714730098
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1766714730098
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1766714730098
java.specification.name,sysinfo,,,"Java Platform API Specification",1766714730098
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1766714730098
java.specification.version,sysinfo,,,"1.6",1766714730098
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1766714730098
java.version,sysinfo,,,"1.6.0_23",1766714730098
java.vm.info,sysinfo,,,"mixed mode",1766714730098
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1766714730098
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1766714730098
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1766714730098
java.vm.specification.version,sysinfo,,,"1.0",1766714730098
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1766714730098
java.vm.version,sysinfo,,,"19.0-b09",1766714730098
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1766714730135
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766714732467
started,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1766714732622
